"","gender","match","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec"
"52",0,0,0,30,4,30,20,10,30,0,10,0,5,5,5,5,5,NA,5,NA,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,0
"53",0,0,0,23,4,20,25,20,15,10,10,0,3,6,8,5,5,1,2,1,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,0
"54",0,0,0,24,2,25,35,30,10,0,0,0,4,5,5,3,5,1,5,2,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,0
"55",0,1,0,24,2,25,15,25,25,15,15,1,6,7,6,6,8,5,6,5,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,1
"56",0,1,0,28,2,25,15,25,15,0,20,1,7,7,7,5,6,5,6,5,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,1
"57",0,0,0,26,2,20,35,20,10,10,5,0,5,8,5,5,6,5,5,5,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,1
"58",0,0,0,30,2,20,20,25,25,5,5,1,NA,5,6,5,6,3,4,6,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,0
"59",0,0,0,22,2,30,15,25,25,5,0,0,4,6,6,5,NA,3,5,1,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,1
"60",0,0,0,25,4,20,20,20,20,5,15,0,7,8,7,7,7,NA,7,4,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,0
"61",0,0,1,27,1,35,10,20,15,10,10,0,6,8,7,6,NA,NA,7,7,NA,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,1
"62",0,0,0,23,2,25,10,35,15,0,15,0,2,2,3,2,2,1,2,1,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,0
"63",0,0,0,21,2,15,20,15,30,5,15,0,4,6,7,6,5,5,4,2,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,0
"64",0,0,0,28,2,40,15,20,10,5,10,0,6,8,8,7,8,6,7,5,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,1
"65",0,0,0,28,2,40,20,20,20,0,0,0,4,7,7,6,6,5,6,4,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,0
"66",0,0,1,23,1,20,25,25,10,10,10,0,5,8,9,7,10,8,7,7,2,27,9,1,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,20,20,20,10,10,20,7,8,7,8,7,1
"67",0,0,1,25,4,25,20,25,20,10,0,0,8,10,10,7,8,4,5,1,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"68",0,0,1,30,4,30,20,10,30,0,10,0,10,10,10,10,10,NA,8,NA,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"69",0,0,1,23,4,20,25,20,15,10,10,0,5,9,10,8,10,4,5,4,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"70",0,0,0,24,2,25,35,30,10,0,0,0,5,6,7,4,4,3,6,1,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"71",0,0,0,24,2,25,15,25,25,15,15,1,7,6,6,7,7,8,9,8,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"72",0,0,0,28,2,25,15,25,15,0,20,1,9,8,8,8,8,7,7,7,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"73",0,0,0,26,2,20,35,20,10,10,5,1,8,9,8,7,10,7,8,7,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"74",0,0,0,30,2,20,20,25,25,5,5,1,5,7,7,6,5,5,6,4,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"75",0,0,0,22,2,30,15,25,25,5,0,0,5,6,8,5,8,3,4,3,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"76",0,0,1,25,4,20,20,20,20,5,15,1,7,7,8,7,7,6,6,3,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"77",0,0,0,27,1,35,10,20,15,10,10,1,NA,NA,NA,NA,NA,NA,7,7,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"78",0,0,0,23,2,25,10,35,15,0,15,0,8,7,7,9,5,4,8,1,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"79",0,0,0,21,2,15,20,15,30,5,15,1,6,7,7,7,6,5,7,3,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"80",0,0,0,28,2,40,15,20,10,5,10,1,8,9,9,8,9,7,7,7,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"81",0,0,0,28,2,40,20,20,20,0,0,1,7,8,8,7,8,6,7,5,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"82",0,0,0,23,1,20,25,25,10,10,10,0,6,8,10,8,7,7,8,7,2,27,3,4,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,50,0,50,0,0,0,7,5,9,9,7,0
"83",0,0,0,25,4,25,20,25,20,10,0,0,6,10,10,8,5,3,6,1,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,1
"84",0,0,0,30,4,30,20,10,30,0,10,1,10,10,10,10,10,NA,8,NA,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,0
"85",0,0,0,23,4,20,25,20,15,10,10,0,6,10,10,8,10,6,6,2,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,0
"86",0,0,1,24,2,25,35,30,10,0,0,0,4,4,7,3,6,4,4,3,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,1
"87",0,0,1,24,2,25,15,25,25,15,15,1,6,7,7,6,6,8,6,6,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,0
"88",0,0,1,28,2,25,15,25,15,0,20,0,6,5,7,5,7,5,6,7,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,0
"89",0,0,1,26,2,20,35,20,10,10,5,0,6,8,7,8,8,8,7,5,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,0
"90",0,0,1,30,2,20,20,25,25,5,5,1,5,6,7,6,6,3,6,6,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,0
"91",0,0,1,22,2,30,15,25,25,5,0,0,5,8,8,5,NA,3,5,5,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,1
"92",0,0,0,25,4,20,20,20,20,5,15,1,7,7,8,8,8,7,8,6,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,0
"93",0,0,0,27,1,35,10,20,15,10,10,0,6,8,8,8,8,5,7,7,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,1
"94",0,0,1,23,2,25,10,35,15,0,15,0,6,9,8,6,5,4,6,6,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,0
"95",0,0,1,21,2,15,20,15,30,5,15,0,5,7,6,6,6,6,5,3,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,1
"96",0,0,1,28,2,40,15,20,10,5,10,0,7,9,9,7,9,7,7,8,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,0
"97",0,0,1,28,2,40,20,20,20,0,0,0,5,8,8,7,7,7,6,5,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,0
"98",0,0,0,23,1,20,25,25,10,10,10,0,6,9,9,8,8,7,8,7,2,30,3,2,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,30,20,30,10,0,10,6,8,6,8,8,0
"99",0,0,0,25,4,25,20,25,20,10,0,0,8,9,10,9,10,7,3,1,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,0
"100",0,0,0,30,4,30,20,10,30,0,10,0,5,5,5,5,5,NA,NA,NA,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,0
"101",0,0,0,23,4,20,25,20,15,10,10,0,6,10,9,8,10,NA,8,5,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,0
"102",0,0,0,24,2,25,35,30,10,0,0,0,4,6,7,6,7,2,5,2,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,0
"103",0,0,0,24,2,25,15,25,25,15,15,1,7,6,6,7,6,5,7,6,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,0
"104",0,0,0,28,2,25,15,25,15,0,20,1,6,6,7,9,7,7,7,7,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,0
"105",0,0,0,26,2,20,35,20,10,10,5,1,8,8,8,10,8,7,8,5,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,0
"106",0,0,0,30,2,20,20,25,25,5,5,1,6,7,7,6,6,6,6,5,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,0
"107",0,0,0,22,2,30,15,25,25,5,0,0,7,7,7,8,NA,6,8,4,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,1
"108",0,1,0,25,4,20,20,20,20,5,15,1,8,7,7,8,8,4,8,6,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,1
"109",0,1,1,27,1,35,10,20,15,10,10,1,NA,NA,NA,NA,NA,NA,7,8,1,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,1
"110",0,0,0,23,2,25,10,35,15,0,15,0,6,8,8,6,7,7,8,6,1,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,0
"111",0,0,0,21,2,15,20,15,30,5,15,0,7,7,7,7,7,5,5,3,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,0
"112",0,0,0,28,2,40,15,20,10,5,10,0,6,9,9,8,9,6,6,6,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,0
"113",0,0,0,28,2,40,20,20,20,0,0,0,6,8,9,7,8,6,6,3,2,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,0
"114",0,1,1,23,1,20,25,25,10,10,10,1,8,10,10,10,10,10,10,10,1,23,1,1,1,4,3,1,7,2,7,10,2,2,7,4,7,2,8,8,10,10,10,10,2,50,10,20,10,10,0,8,2,7,8,8,1
