gender;match;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field_cd;race;goal;date;go_out;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;dec
0;0;1;25;2;50;0;30;10;0;10;0;5;8;7;7;7;7;6;7;2;21;1;2;2;4;1;1;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;20;5;25;25;10;15;6;3;6;10;8;1
0;0;1;30;2;35;15;25;10;5;10;0;2;3;4;4;5;3;3;3;2;21;1;2;2;4;1;1;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;20;5;25;25;10;15;6;3;6;10;8;1
0;0;1;27;2;33.33;11.11;11.11;11.11;11.11;22.22;0;5;5;6;5;5;5;6;5;2;21;1;2;2;4;1;1;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;20;5;25;25;10;15;6;3;6;10;8;1
0;1;1;28;2;50;0;25;10;0;15;1;5;9;9;9;9;6;7;7;2;21;1;2;2;4;1;1;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;20;5;25;25;10;15;6;3;6;10;8;1
0;0;1;24;2;100;0;0;0;0;0;0;3;10;7;7;10;5;4;10;2;21;1;2;2;4;1;1;7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;20;5;25;25;10;15;6;3;6;10;8;1
0;0;0;27;2;35;20;20;20;0;5;0;7;9;8;9;8;4;7;4;2;23;1;4;1;3;1;1;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;10;25;20;25;5;15;5;7;8;9;5;1
0;0;0;22;2;60;0;0;40;0;0;0;6;8;10;6;7;6;7;4;2;23;1;4;1;3;1;1;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;10;25;20;25;5;15;5;7;8;9;5;1
0;0;1;22;4;19;18;19;18;14;12;1;10;10;10;10;10;10;10;10;1;23;1;4;1;3;1;1;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;10;25;20;25;5;15;5;7;8;9;5;0
0;1;0;23;2;30;5;15;40;5;5;1;6;8;8;7;9;8;7;7;2;23;1;4;1;3;1;1;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;10;25;20;25;5;15;5;7;8;9;5;1
0;0;0;24;3;30;10;20;10;10;20;1;9;7;9;7;9;6;9;2;1;23;1;4;1;3;1;1;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;10;25;20;25;5;15;5;7;8;9;5;0
0;0;0;25;2;50;0;30;10;0;10;1;6;6;8;8;8;7;6;6;2;23;1;4;1;3;1;1;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;10;25;20;25;5;15;5;7;8;9;5;0
0;0;0;30;2;35;15;25;10;5;10;0;5;6;8;4;5;4;3;3;2;23;1;4;1;3;1;1;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;10;25;20;25;5;15;5;7;8;9;5;1
0;0;0;27;2;33.33;11.11;11.11;11.11;11.11;22.22;0;6;7;8;7;8;5;7;6;2;23;1;4;1;3;1;1;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;10;25;20;25;5;15;5;7;8;9;5;0
0;1;0;28;2;50;0;25;10;0;15;1;6;7;7;6;6;6;6;6;2;23;1;4;1;3;1;1;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;10;25;20;25;5;15;5;7;8;9;5;1
0;0;0;24;2;100;0;0;0;0;0;0;7;10;10;6;10;7;6;7;2;23;1;4;1;3;1;1;10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;10;25;20;25;5;15;5;7;8;9;5;1
0;0;0;27;2;35;20;20;20;0;5;0;7;8;8;8;7;7;7;4;2;22;1;4;1;5;1;1;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;15;15;25;20;15;10;6;6;5;7;7;0
0;0;0;22;2;60;0;0;40;0;0;1;7;9;10;6;6;5;8;4;1;22;1;4;1;5;1;1;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;15;15;25;20;15;10;6;6;5;7;7;0
0;0;1;22;4;19;18;19;18;14;12;1;10;10;10;10;10;10;10;10;;22;1;4;1;5;1;1;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;15;15;25;20;15;10;6;6;5;7;7;0
0;1;0;23;2;30;5;15;40;5;5;1;8;8;9;8;9;9;8;7;1;22;1;4;1;5;1;1;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;15;15;25;20;15;10;6;6;5;7;7;1
0;0;0;24;3;30;10;20;10;10;20;1;8;7;9;6;9;5;8;4;2;22;1;4;1;5;1;1;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;15;15;25;20;15;10;6;6;5;7;7;0
0;0;0;25;2;50;0;30;10;0;10;1;8;8;8;6;6;6;7;7;2;22;1;4;1;5;1;1;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;15;15;25;20;15;10;6;6;5;7;7;0
0;0;0;30;2;35;15;25;10;5;10;0;7;6;5;4;4;3;5;4;2;22;1;4;1;5;1;1;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;15;15;25;20;15;10;6;6;5;7;7;1
0;0;0;27;2;33.33;11.11;11.11;11.11;11.11;22.22;1;8;7;6;7;7;5;7;5;2;22;1;4;1;5;1;1;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;15;15;25;20;15;10;6;6;5;7;7;0
0;1;0;28;2;50;0;25;10;0;15;1;9;7;9;9;9;10;9;9;2;22;1;4;1;5;1;1;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;15;15;25;20;15;10;6;6;5;7;7;1
0;0;0;24;2;100;0;0;0;0;0;0;7;6;8;6;8;7;7;7;2;22;1;4;1;5;1;1;5;3;4;10;10;10;2;3;8;8;8;10;10;10;10;10;10;15;15;25;20;15;10;6;6;5;7;7;1
0;0;1;27;2;35;20;20;20;0;5;0;8;7;6;6;6;5;7;4;2;25;13;2;1;5;1;6;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;1
0;1;1;22;2;60;0;0;40;0;0;1;8;8;10;7;6;5;9;4;2;25;13;2;1;5;1;6;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;1
0;1;0;22;4;19;18;19;18;14;12;1;10;10;10;10;10;10;10;10;2;25;13;2;1;5;1;6;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;1
0;1;1;23;2;30;5;15;40;5;5;1;8;8;8;8;8;7;8;7;2;25;13;2;1;5;1;6;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;1
0;1;0;24;3;30;10;20;10;10;20;1;9;9;8;9;;7;9;7;2;25;13;2;1;5;1;6;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;1
0;1;1;25;2;50;0;30;10;0;10;1;8;7;7;7;8;7;7;6;2;25;13;2;1;5;1;6;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;1
0;0;1;30;2;35;15;25;10;5;10;0;6;4;7;5;6;4;4;4;2;25;13;2;1;5;1;6;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;1
0;1;1;27;2;33.33;11.11;11.11;11.11;11.11;22.22;1;9;8;8;8;7;5;7;5;2;25;13;2;1;5;1;6;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;1
0;1;1;28;2;50;0;25;10;0;15;1;8;7;8;10;8;10;8;8;2;25;13;2;1;5;1;6;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;1
0;1;1;24;2;100;0;0;0;0;0;1;8;10;9;9;8;8;8;8;2;25;13;2;1;5;1;6;2;2;1;10;9;9;3;2;10;8;10;9;9;6;6;8;6;9.09;18.18;27.27;18.18;18.18;9.09;7;4;8;8;8;1
0;0;0;27;2;35;20;20;20;0;5;0;6;8;7;8;7;5;6;4;2;26;13;6;1;4;1;9;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;20;10;20;30;10;10;7;6;10;7;7;1
0;1;0;22;2;60;0;0;40;0;0;1;8;8;10;7;6;5;8;4;2;26;13;6;1;4;1;9;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;20;10;20;30;10;10;7;6;10;7;7;1
0;1;0;22;4;19;18;19;18;14;12;1;10;10;10;10;10;10;10;10;2;26;13;6;1;4;1;9;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;20;10;20;30;10;10;7;6;10;7;7;1
0;1;0;23;2;30;5;15;40;5;5;1;7;8;7;8;8;7;7;7;2;26;13;6;1;4;1;9;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;20;10;20;30;10;10;7;6;10;7;7;1
0;1;0;24;3;30;10;20;10;10;20;1;7;9;8;9;7;7;7;8;2;26;13;6;1;4;1;9;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;20;10;20;30;10;10;7;6;10;7;7;1
0;1;0;25;2;50;0;30;10;0;10;1;6;6;7;8;7;7;6;5;2;26;13;6;1;4;1;9;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;20;10;20;30;10;10;7;6;10;7;7;1
0;1;0;30;2;35;15;25;10;5;10;1;8;6;7;8;6;5;8;4;2;26;13;6;1;4;1;9;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;20;10;20;30;10;10;7;6;10;7;7;1
0;0;0;27;2;33.33;11.11;11.11;11.11;11.11;22.22;0;7;7;7;7;6;5;7;5;2;26;13;6;1;4;1;9;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;20;10;20;30;10;10;7;6;10;7;7;1
0;1;0;28;2;50;0;25;10;0;15;1;6;6;6;7;6;6;6;6;2;26;13;6;1;4;1;9;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;20;10;20;30;10;10;7;6;10;7;7;1
0;0;0;24;2;100;0;0;0;0;0;0;5;6;6;6;6;6;6;6;2;26;13;6;1;4;1;9;4;3;1;8;6;7;2;2;10;8;8;10;10;9;9;8;3;20;10;20;30;10;10;7;6;10;7;7;1
0;0;1;27;2;35;20;20;20;0;5;0;7;8;7;8;6;5;6;3;2;26;13;2;2;6;1;9;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;15;15;15;40;10;5;6;8;10;6;9;0
0;0;1;22;2;60;0;0;40;0;0;0;1;1;1;1;1;1;1;1;2;26;13;2;2;6;1;9;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;15;15;15;40;10;5;6;8;10;6;9;0
0;1;0;22;4;19;18;19;18;14;12;1;10;10;10;10;10;10;10;10;2;26;13;2;2;6;1;9;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;15;15;15;40;10;5;6;8;10;6;9;1
0;0;1;23;2;30;5;15;40;5;5;1;7;8;7;9;8;8;7;7;1;26;13;2;2;6;1;9;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;15;15;15;40;10;5;6;8;10;6;9;0
0;0;0;24;3;30;10;20;10;10;20;1;6;9;9;7;8;;6;6;2;26;13;2;2;6;1;9;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;15;15;15;40;10;5;6;8;10;6;9;0
0;0;1;25;2;50;0;30;10;0;10;0;;8;7;7;7;7;6;6;2;26;13;2;2;6;1;9;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;15;15;15;40;10;5;6;8;10;6;9;0
0;0;1;30;2;35;15;25;10;5;10;0;7;7;4;3;4;4;3;6;2;26;13;2;2;6;1;9;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;15;15;15;40;10;5;6;8;10;6;9;1
0;0;1;27;2;33.33;11.11;11.11;11.11;11.11;22.22;0;6;6;6;6;6;5;7;6;2;26;13;2;2;6;1;9;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;15;15;15;40;10;5;6;8;10;6;9;0
0;1;1;28;2;50;0;25;10;0;15;1;7;7;7;7;6;6;7;8;2;26;13;2;2;6;1;9;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;15;15;15;40;10;5;6;8;10;6;9;1
0;0;1;24;2;100;0;0;0;0;0;0;6;6;6;6;6;6;7;7;2;26;13;2;2;6;1;9;9;9;9;7;6;6;7;1;7;8;5;6;7;7;8;7;7;15;15;15;40;10;5;6;8;10;6;9;1
1;0;0;21;4;15;20;20;15;15;15;1;6;9;7;7;6;5;7;6;2;27;8;2;1;5;4;2;8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;35;20;20;20;0;5;8;9;7;8;5;0
1;0;1;24;2;45;5;25;20;0;5;0;5;7;8;4;6;3;6;4;2;27;8;2;1;5;4;2;8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;35;20;20;20;0;5;8;9;7;8;5;0
1;0;1;25;2;35;10;35;10;10;0;0;7;9;10;7;8;9;8;7;1;27;8;2;1;5;4;2;8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;35;20;20;20;0;5;8;9;7;8;5;0
1;0;1;23;2;20;20;20;20;10;10;0;4;10;8;5;8;7;6;7;2;27;8;2;1;5;4;2;8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;35;20;20;20;0;5;8;9;7;8;5;0
1;0;1;21;2;20;5;25;25;10;15;0;5;8;8;2;2;2;7;5;2;27;8;2;1;5;4;2;8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;35;20;20;20;0;5;8;9;7;8;5;0
1;0;0;23;4;10;25;20;25;5;15;1;6;9;7;6;7;6;6;6;2;27;8;2;1;5;4;2;8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;35;20;20;20;0;5;8;9;7;8;5;0
1;0;0;22;4;15;15;25;20;15;10;0;4;8;8;5;7;4;7;4;2;27;8;2;1;5;4;2;8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;35;20;20;20;0;5;8;9;7;8;5;0
1;0;1;25;2;9.09;18.18;27.27;18.18;18.18;9.09;1;5;8;7;4;7;5;4;5;2;27;8;2;1;5;4;2;8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;35;20;20;20;0;5;8;9;7;8;5;0
1;0;0;26;6;20;10;20;30;10;10;1;8;10;9;8;7;6;5;5;2;27;8;2;1;5;4;2;8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;35;20;20;20;0;5;8;9;7;8;5;0
1;0;1;26;2;15;15;15;40;10;5;0;6;10;10;6;6;;6;3;2;27;8;2;1;5;4;2;8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;35;20;20;20;0;5;8;9;7;8;5;0
1;0;0;21;4;15;20;20;15;15;15;1;7;8;7;8;5;6;7;5;1;22;1;2;1;1;1;1;9;7;9;8;7;6;3;3;5;6;6;4;7;7;9;5;5;60;0;0;40;0;0;9;9;9;10;9;0
1;0;1;24;2;45;5;25;20;0;5;0;8;5;6;6;9;6;7;3;2;22;1;2;1;1;1;1;9;7;9;8;7;6;3;3;5;6;6;4;7;7;9;5;5;60;0;0;40;0;0;9;9;9;10;9;0
1;0;1;25;2;35;10;35;10;10;0;0;9;7;9;8;9;7;8;7;2;22;1;2;1;1;1;1;9;7;9;8;7;6;3;3;5;6;6;4;7;7;9;5;5;60;0;0;40;0;0;9;9;9;10;9;0
1;0;1;23;2;20;20;20;20;10;10;0;8;7;8;10;7;8;8;1;1;22;1;2;1;1;1;1;9;7;9;8;7;6;3;3;5;6;6;4;7;7;9;5;5;60;0;0;40;0;0;9;9;9;10;9;0
1;0;1;21;2;20;5;25;25;10;15;0;8;6;6;5;5;5;6;4;1;22;1;2;1;1;1;1;9;7;9;8;7;6;3;3;5;6;6;4;7;7;9;5;5;60;0;0;40;0;0;9;9;9;10;9;0
1;0;0;23;4;10;25;20;25;5;15;1;6;9;9;6;8;2;7;6;2;22;1;2;1;1;1;1;9;7;9;8;7;6;3;3;5;6;6;4;7;7;9;5;5;60;0;0;40;0;0;9;9;9;10;9;0
